title,console
Artillery Duel,coleco
Mr. Do!,coleco
Cosmic Avenger,coleco
Victory,coleco
Star Wars,coleco
Rocky Super-Action Boxing,coleco
Frontline,coleco
Quest for Quintana Roo,coleco
Word Feud,coleco
Subroc,coleco
Sir Lancelot,coleco
Oil's Well,coleco
Star Trek,coleco
Defender,coleco
Up 'N Down,coleco
Smurf Rescue,coleco
Wing War,coleco
Fathom,coleco
Ken Uston Blackjack-Poker,coleco
Tapper,coleco
Memory Manor,coleco
Q-bert,coleco
Nova Blast,coleco
Flipper Slipper,coleco
One on One,coleco
Space Panic,coleco
Logic Levels,coleco
Chuck Norris - Super Kicks,coleco
Sammy Lightfoot,coleco
Spectron,coleco
Mr. Do!'s Castle,coleco
Super Controller Tester,coleco
Looping,coleco
ColecoVision Monitor Test,coleco
Slurpy,coleco
Super Cobra,coleco
Pitfall!,coleco
Mountain King,coleco
Donkey Kong Jr,coleco
Gust Buster,coleco
Sector Alpha,coleco
Aquattack,coleco
BurgerTime,coleco
From Out of the Jungle - Tarzan,coleco
Congo Bongo,coleco
Keystone Kapers,coleco
Final Test Cartridge,coleco
Jumpman Junior,coleco
Tank Wars,coleco
River Raid,coleco
BC's Quest for Tires,coleco
Spy Hunter,coleco
Miner 2049er Starring Bounty Bob,coleco
Bump 'N' Jump,coleco
Frogger II - ThreeeDeep!,coleco
Roc 'N Rope,coleco
Motocross Racer,coleco
Robin Hood,coleco
"Dukes of Hazzard, The",coleco
H.E.R.O,coleco
Tomarc the Barbarian,coleco
Monkey Academy,coleco
Frantic Freddy,coleco
Gorf,coleco
Rock 'N' Bolt,coleco
Mousetrap,coleco
Popeye,coleco
Cabbage Patch Kids - Adventures in the Park,coleco
"Dam Busters, The",coleco
Evolution,coleco
Juke Box,coleco
Linking Logic,coleco
Turbo,coleco
Brain Strainers,coleco
Carnival,coleco
Donkey Kong,coleco
War Games,coleco
James Bond,coleco
Destructor,coleco
Venture,coleco
Centipede,coleco
Frontline,coleco
Telly Turtle,coleco
Q-Bert's Qubes,coleco
Ms. Space Fury,coleco
Lady Bug,coleco
Dance Fantasy,coleco
Sewer Sam,coleco
Time Pilot,coleco
Squish 'Em Sam!,coleco
Meteoric Shower,coleco
Motocross Racer,coleco
Jungle Hunt,coleco
Rolloverture,coleco
Gateway to Apshai,coleco
Tutankham,coleco
"Activision Decathlon, The",coleco
Tournament Tennis,coleco
Alphabet Zoo,coleco
Dragonfire,coleco
Slither,coleco
Learning with Leeper,coleco
Fraction Fever,coleco
Zaxxon,coleco
Facemaker,coleco
Gyruss,coleco
Quest for Quintana Roo,coleco
Mountain King,coleco
Skiing,coleco
Cosmic Crisis,coleco
Illusions,coleco
Beamrider,coleco
Super Action Soccer,coleco
Pepper II,coleco
Super Action Football,coleco
"Heist, The",coleco
Smurf Paint 'n Play Workshop,coleco
BC's Quest for Tires II - Grog's Revenge,coleco
Antarctic Adventure,coleco
Donkey Kong,coleco
Threshold,coleco
Strike It!,coleco
Boulder Dash,coleco
Blockade Runner,coleco
Omega Race,coleco
Choplifter,coleco
Montezuma's Revenge,coleco
Space Fury,coleco
Wizard of Id's Wizmath,coleco
2010 - The Graphic Action Game,coleco
Zenji,coleco
Galaxian,coleco
Super Cross Force,coleco
Buck Rogers - Planet of Zoom,coleco
Rock 'N' Bolt,coleco
"Fidelity Ultimate Chess Challenge, The",atarilynx
Paperboy,atarilynx
Todd's Adventures in Slime World,atarilynx
Shadow of the Beast,atarilynx
Batman Returns,atarilynx
European Soccer Challenge,atarilynx
Checkered Flag,atarilynx
Xenophobe,atarilynx
California Games,atarilynx
Double Dragon,atarilynx
Lemmings,atarilynx
Ms. Pac-Man,atarilynx
Rampart,atarilynx
Super Off-Road,atarilynx
RoadBlasters,atarilynx
Dinolympics,atarilynx
S.T.U.N. Runner,atarilynx
Bill & Ted's Excellent Adventure,atarilynx
Joust,atarilynx
Power Factor,atarilynx
Hydra,atarilynx
Rampage,atarilynx
Robo-Squash,atarilynx
Klax,atarilynx
Pit Fighter - The Ultimate Competition,atarilynx
Electrocop,atarilynx
Blue Lightning,atarilynx
NFL Football,atarilynx
Tournament Cyberball,atarilynx
Zarlor Mercenary,atarilynx
Rygar - Legendary Warrior,atarilynx
Malibu Bikini Volleyball,atarilynx
Xybots,atarilynx
Ishido - The Way of Stones,atarilynx
Krazy Ace - Miniature Golf,atarilynx
Battlezone 2000,atarilynx
Bubble Trouble,atarilynx
Gordo 106 - The Mutated Lab Monkey,atarilynx
Warbirds,atarilynx
Robotron 2084,atarilynx
Ninja Gaiden,atarilynx
Viking Child,atarilynx
Baseball Heroes,atarilynx
A.P.B. - All Points Bulletin,atarilynx
Super Skweek,atarilynx
Awesome Golf,atarilynx
Hard Drivin',atarilynx
QIX,atarilynx
Shanghai,atarilynx
Turbo Sub,atarilynx
Toki,atarilynx
Kung Food,atarilynx
Fat Bobby,atarilynx
Crystal Mines II,atarilynx
World Class Soccer,atarilynx
Pac-Land,atarilynx
Scrapyard Dog,atarilynx
Ninja Gaiden III - The Ancient Ship of Doom,atarilynx
Dracula the Undead,atarilynx
Basketbrawl,atarilynx
Gauntlet - The Third Encounter,atarilynx
Jimmy Connors' Tennis,atarilynx
Desert Strike - Return to the Gulf,atarilynx
Switchblade II,atarilynx
"Gates of Zendocon, The",atarilynx
Pinball Jam,atarilynx
Dirty Larry - Renegade Cop,atarilynx
Battle Wheels,atarilynx
Block Out,atarilynx
Steel Talons,atarilynx
Lynx Casino,atarilynx
Raiden,atarilynx
Hockey,atarilynx
Chip's Challenge,atarilynx
"Super Asteroids, Missile Command",atarilynx
Lexis,atarilynx
Bust-A-Move '99,N64
Star Soldier - Vanishing Earth,N64
Waialae Country Club - True Golf Classics,N64
Yoshi's Story,N64
Snowboard Kids,N64
F-1 World Grand Prix,N64
F-Zero X,N64
Mortal Kombat Trilogy,N64
Buck Bumble,N64
Banjo-Kazooie,N64
Pokemon Snap,N64
AeroGauge,N64
Razor Freestyle Scooter,N64
Ready 2 Rumble Boxing - Round 2,N64
Donald Duck - Goin' Quackers,N64
Cruis'n World,N64
Conker's Bad Fur Day,N64
Deadly Arts,N64
Rampage - World Tour,N64
Bomberman 64 - The Second Attack!,N64
Indy Racing 2000,N64
Olympic Hockey 98,N64
Turok 3 - Shadow of Oblivion,N64
Turok - Rage Wars,N64
Body Harvest,N64
Ms. Pac-Man - Maze Madness,N64
Wetrix,N64
Destruction Derby 64,N64
Mortal Kombat Trilogy,N64
Chameleon Twist,N64
Kobe Bryant's NBA Courtside,N64
Mario Party,N64
Army Men - Sarge's Heroes 2,N64
Shadowgate 64 - Trials of the Four Towers,N64
AeroFighters Assault,N64
Jeremy McGrath Supercross 2000,N64
F1 Pole Position 64,N64
Pokemon Snap Station,N64
Scooby-Doo! - Classic Creep Capers,N64
Super Bowling,N64
Elmo's Letter Adventure,N64
Wipeout 64,N64
Cruis'n Exotica,N64
Duke Nukem - Zero Hour,N64
Mischief Makers,N64
Midway's Greatest Arcade Hits - Volume 1,N64
Transformers - Beast Wars Transmetals,N64
Top Gear Rally,N64
Nuclear Strike 64,N64
BattleTanx - Global Assault,N64
Toy Story 2 - Buzz Lightyear to the Rescue!,N64
Nightmare Creatures,N64
WCW-nWo Revenge,N64
Tetrisphere,N64
Xena - Warrior Princess - The Talisman of Fate,N64
Tony Hawk's Pro Skater,N64
Madden NFL 2002,N64
Major League Baseball featuring Ken Griffey Jr.,N64
Excitebike 64,N64
South Park Rally,N64
NFL Quarterback Club 2000,N64
Namco Museum 64,N64
Army Men - Sarge's Heroes,N64
Mortal Kombat 4,N64
Forsaken 64,N64
Clay Fighter 63 1-3,N64
WWF No Mercy,N64
Blues Brothers 2000,N64
Fighters Destiny,N64
Super Mario 64,N64
NBA Jam 2000,N64
Gauntlet Legends,N64
Extreme-G XG2,N64
WCW vs. nWo - World Tour,N64
Killer Instinct Gold,N64
Banjo-Kazooie,N64
Chopper Attack,N64
Castlevania,N64
LEGO Racers,N64
Bio F.R.E.A.K.S.,N64
Madden NFL 99,N64
Ogre Battle 64 - Person of Lordly Caliber,N64
Mace - The Dark Age,N64
Roadsters,N64
Knife Edge - Nose Gunner,N64
BattleTanx,N64
San Francisco Rush 2049,N64
Star Wars Episode I - Racer,N64
Mike Piazza's StrikeZone,N64
Turok 2 - Seeds of Evil,N64
Mario Party 3,N64
NBA Showtime - NBA on NBC,N64
Mario Golf,N64
NASCAR 99,N64
Quest 64,N64
Doom 64,N64
Hercules - The Legendary Journeys,N64
John Romero's Daikatana,N64
Pokemon Stadium 2,N64
Wave Race 64,N64
NBA Live 99,N64
GameShark Pro,N64
Top Gear Hyper-Bike,N64
Jeopardy!,N64
Brunswick Circuit Pro Bowling,N64
Vigilante 8 - 2nd Offense,N64
Tom and Jerry in Fists of Furry,N64
StarCraft 64,N64
Rugrats - Scavenger Hunt,N64
Gex 3 - Deep Cover Gecko,N64
Knockout Kings 2000,N64
Starshot - Space Circus Fever,N64
Cruis'n USA,N64
Golden Nugget 64,N64
Duke Nukem 64,N64
Perfect Dark,N64
CyberTiger,N64
Star Wars - Shadows of the Empire,N64
NFL Blitz 2000,N64
Fighting Force 64,N64
Rat Attack!,N64
SpaceStation Silicon Valley,N64
NHL 99,N64
Castlevania,N64
Pilotwings 64,N64
Penny Racers,N64
Milo's Astro Lanes,N64
Pokemon Stadium,N64
WCW Backstage Assault,N64
Ken Griffey Jr.'s Slugfest,N64
Monaco Grand Prix,N64
Vigilante 8,N64
NBA in the Zone '98,N64
Dr. Mario 64,N64
Pokemon Stadium,N64
Madden Football 64,N64
Army Men - Air Combat,N64
Wave Race 64,N64
Battlezone - Rise of the Black Dogs,N64
007 - GoldenEye,N64
Star Wars - Shadows of the Empire,N64
Pokemon Puzzle League,N64
Iggy's Reckin' Balls,N64
Star Wars - Rogue Squadron,N64
"Legend of Zelda, The - Majora's Mask",N64
All Star Tennis 99,N64
Turok - Dinosaur Hunter,N64
NFL Blitz 2000,N64
WCW Nitro,N64
Top Gear Rally 2,N64
Diddy Kong Racing,N64
Star Fox 64,N64
Blast Corps,N64
South Park - Chef's Luv Shack,N64
Tom Clancy's Rainbow Six,N64
Paperboy,N64
Harvest Moon 64,N64
NBA in the Zone '99,N64
Virtual Pool 64,N64
Worms Armageddon,N64
In-Fisherman - Bass Hunter 64,N64
Hydro Thunder,N64
Ogre Battle 64 - Person of Lordly Caliber,N64
Star Wars - Rogue Squadron,N64
NASCAR 2000,N64
Mortal Kombat Mythologies - Sub-Zero,N64
Pokemon Stadium,N64
Hexen,N64
San Francisco Rush - Extreme Racing,N64
San Francisco Rush - Extreme Racing,N64
Triple Play 2000,N64
Rayman 2 - The Great Escape,N64
NBA Live 2000,N64
Rush 2 - Extreme Racing USA,N64
All-Star Baseball 2000,N64
"Bug's Life, A",N64
Banjo-Tooie,N64
Tarzan,N64
Cruis'n USA,N64
"Legend of Zelda, The - Ocarina of Time",N64
NBA Courtside 2 featuring Kobe Bryant,N64
Pokemon Stadium 2,N64
GameBooster 64,N64
Paper Mario,N64
Fighter Destiny 2,N64
Glover,N64
Turok 2 - Seeds of Evil,N64
S.C.A.R.S.,N64
NBA Hangtime,N64
Scooby-Doo! - Classic Creep Capers,N64
Tigger's Honey Hunt,N64
Bomberman Hero,N64
Monster Truck Madness 64,N64
FIFA 99,N64
Pokemon Snap,N64
Flying Dragon,N64
"Legend of Zelda, The - Ocarina of Time",N64
Virtual Chess 64,N64
Extreme-G,N64
Mario Party 2,N64
Wayne Gretzky's 3D Hockey,N64
Waialae Country Club - True Golf Classics,N64
Nagano Winter Olympics '98,N64
Castlevania,N64
Rampage 2 - Universal Tour,N64
Tonic Trouble,N64
Chameleon Twist 2,N64
WWF Attitude,N64
All-Star Baseball 99,N64
Gex 64 - Enter the Gecko,N64
NFL Blitz - Special Edition,N64
NHL Breakaway 98,N64
FIFA - Road to World Cup 98,N64
World Cup 98,N64
California Speed,N64
Goemon's Great Adventure,N64
All-Star Baseball 2001,N64
WWF WrestleMania 2000,N64
Command & Conquer,N64
V-Rally Edition 99,N64
Micro Machines 64 Turbo,N64
WCW Mayhem,N64
"Legend of Zelda, The - Ocarina of Time - Master Quest",N64
Charlie Blast's Territory,N64
Top Gear Overdrive,N64
NFL Quarterback Club 99,N64
FIFA Soccer 64,N64
WCW Nitro,N64
Spider-Man,N64
Power Rangers - Lightspeed Rescue,N64
"Hey You, Pikachu!",N64
"Legend of Zelda, The - Ocarina of Time",N64
Re-Volt,N64
Twisted Edge - Extreme Snowboarding,N64
Kirby 64 - The Crystal Shards,N64
Star Wars - Shadows of the Empire,N64
Bust-A-Move 2 - Arcade Edition,N64
Tony Hawk's Pro Skater 2,N64
Aidyn Chronicles - The First Mage,N64
Doom 64,N64
Lode Runner 3-D,N64
Turok - Dinosaur Hunter,N64
Batman Beyond - Return of the Joker,N64
"New Tetris, The",N64
Killer Instinct Gold,N64
Big Mountain 2000,N64
Donkey Kong 64,N64
Bomberman 64,N64
Ready 2 Rumble Boxing,N64
NFL Blitz 2001,N64
Toy Story 2 - Buzz Lightyear to the Rescue!,N64
Wayne Gretzky's 3D Hockey '98,N64
Quake 64,N64
Clay Fighter - Sculptor's Cut,N64
Earthworm Jim 3D,N64
WCW vs. nWo - World Tour,N64
Killer Instinct Gold,N64
Asteroids Hyper 64,N64
Mystical Ninja Starring Goemon,N64
Rugrats in Paris - The Movie,N64
Tony Hawk's Pro Skater 3,N64
Beetle Adventure Racing!,N64
Resident Evil 2,N64
GT64 - Championship Edition,N64
Robotron 64,N64
Mickey's Speedway USA,N64
Turok - Rage Wars,N64
WWF War Zone,N64
Superman - The New Superman Aventures,N64
Hot Wheels - Turbo Racing,N64
NFL Quarterback Club 98,N64
NHL Blades of Steel '99,N64
Mario Kart 64,N64
ECW Hardcore Revolution,N64
War Gods,N64
Tony Hawk's Pro Skater,N64
Carmageddon 64,N64
Bottom of the 9th,N64
Supercross 2000,N64
Resident Evil 2,N64
Mortal Kombat Trilogy,N64
Mia Hamm Soccer 64,N64
Castlevania - Legacy of Darkness,N64
Mission Impossible,N64
Jet Force Gemini,N64
Super Smash Bros.,N64
International Superstar Soccer 2000,N64
Rocket - Robot on Wheels,N64
NFL Blitz,N64
WinBack - Covert Operations,N64
Off Road Challenge,N64
Pokemon Stadium,N64
International Superstar Soccer 64,N64
Space Invaders,N64
Mega Man 64,N64
Mission Impossible,N64
"Powerpuff Girls, The - Chemical X-Traction",N64
Monopoly,N64
Cruis'n USA,N64
Fox Sports College Hoops '99,N64
Turok - Dinosaur Hunter,N64
NFL QB Club 2001,N64
GameShark Pro,N64
007 - The World Is Not Enough,N64
Chameleon Twist,N64
"Legend of Zelda, The - Majora's Mask",N64
Dual Heroes,N64
Madden NFL 2001,N64
Snowboard Kids 2,N64
Diddy Kong Racing,N64
Shadow Man,N64
International Track & Field 2000,N64
Dark Rift,N64
International Superstar Soccer '98,N64
Blast Corps,N64
Elmo's Number Journey,N64
Mario Tennis,N64
Mischief Makers,N64
"Legend of Zelda, The - Ocarina of Time - Master Quest",N64
Bassmasters 2000,N64
Quake II,N64
PGA European Tour,N64
Stunt Racer 64,N64
"Legend of Zelda, The - Ocarina of Time",N64
Indiana Jones and the Infernal Machine,N64
Magical Tetris Challenge,N64
Aidyn Chronicles - The First Mage,N64
RR64 - Ridge Racer 64,N64
Road Rash 64,N64
NBA in the Zone 2000,N64
MRC - Multi Racing Championship,N64
Rally Challenge 2000,N64
Star Fox 64,N64
Polaris SnoCross,N64
Star Wars Episode I - Battle for Naboo,N64
Duck Dodgers Starring Daffy Duck,N64
Wayne Gretzky's 3D Hockey,N64
Automobili Lamborghini,N64
Perfect Dark,N64
NHL Breakaway 99,N64
Wheel of Fortune,N64
WWF No Mercy,N64
Excitebike 64,N64
Hybrid Heaven,N64
Madden NFL 2000,N64
NBA Jam 99,N64
1080 TenEighty Snowboarding,N64
South Park,N64
Armorines - Project S.W.A.R.M.,N64
World Driver Championship,N64
Lost Vikings 2,SNES
Scooby-Doo Mystery,SNES
Super Slap Shot,SNES
"Adventures of Batman & Robin, The",SNES
Dream T.V.,SNES
"Addams Family, The - Pugsley's Scavenger Hunt",SNES
Shadowrun,SNES
Stargate,SNES
WWF Royal Rumble,SNES
"Brainies, The",SNES
Liberty or Death,SNES
Out of this World,SNES
Final Fantasy II,SNES
Clay Fighter,SNES
Hook,SNES
Choplifter III,SNES
Inspector Gadget,SNES
Roger Clemens' MVP Baseball,SNES
"Untouchables, The",SNES
Family Feud,SNES
Sports Illustrated Championship Football & Baseball,SNES
NBA Live 96,SNES
NBA Showdown,SNES
"Pagemaster, The",SNES
Animaniacs,SNES
King Arthur & The Knights of Justice,SNES
Teenage Mutant Ninja Turtles IV - Turtles in Time,SNES
Pocky & Rocky 2,SNES
3 Ninjas Kick Back,SNES
Cool World,SNES
Waialae Country Club,SNES
Emmitt Smith Football,SNES
Mr. Do!,SNES
Radical Rex,SNES
Warlock,SNES
World Heroes 2,SNES
Terminator 2 - Judgment Day,SNES
Street Fighter II,SNES
Pink Goes to Hollywood,SNES
"Lost Vikings, The",SNES
Super Star Wars,SNES
Earthworm Jim,SNES
Super Alfred Chicken,SNES
"Lost Vikings II, The",SNES
Exertainment Mountain Bike Rally,SNES
Mechwarrior 3050,SNES
Super Tennis,SNES
Timecop,SNES
"Hunt for Red October, The",SNES
Capcom's Soccer Shootout,SNES
Mohawk & Headphone Jack,SNES
College Slam Basketball,SNES
Urban Strike,SNES
Toys - Let the Toy Wars begin!,SNES
Daffy Duck - The Marvin Missions,SNES
Final Fantasy - Mystic Quest,SNES
Claymates Demo,SNES
Revolution X,SNES
TKO Super Championship Boxing,SNES
Dragon's Lair,SNES
PGA Tour Golf,SNES
"Hunt for Red October, The",SNES
Battletoads-Double Dragon,SNES
Mega Man's Soccer,SNES
Kendo Rage,SNES
Final Fantasy II,SNES
Metal Morph,SNES
Power Piggs of the Dark Age,SNES
B.O.B.,SNES
Super Mario All-Stars + Super Mario World,SNES
Best of the Best - Championship Karate,SNES
Mario's Early Years - Fun With Letters,SNES
WWF Raw,SNES
Ken Griffey Jr. Presents Major League Baseball,SNES
Street Fighter Alpha 2,SNES
Donkey Kong Country - Competition Cartridge,SNES
NBA Give 'n Go,SNES
Tetris 2,SNES
"Terminator, The",SNES
Super Caesars Palace,SNES
PGA Tour 96,SNES
Strike Gunner S.T.G,SNES
Final Fantasy - Mystic Quest,SNES
Phalanx,SNES
Spider-Man and the X-Men in Arcade's Revenge,SNES
Mega Man X,SNES
Where in the World Is Carmen Sandiego,SNES
Shanghai II - Dragon's Eye,SNES
Bebe's Kids,SNES
Wolfenstein 3D,SNES
Top Gear,SNES
"Pirates of Dark Water, The",SNES
Street Fighter II Turbo,SNES
NHL '96,SNES
Jimmy Houston's Bass Tournament U.S.A.,SNES
Super Valis IV,SNES
Aerobiz Supersonic,SNES
Mary Shelley's Frankenstein,SNES
Lufia II - Rise of the Sinistrals,SNES
3 Ninjas Kick Back,SNES
Legend,SNES
Revolution X,SNES
Jurassic Park,SNES
Mega Man X3,SNES
Fatal Fury,SNES
Brett Hull Hockey 95,SNES
Road Runner's Death Valley Rally,SNES
Cyber Spin,SNES
Ballz 3D,SNES
Space Megaforce,SNES
Krusty's Super Fun House,SNES
NCAA Basketball,SNES
Mario Is Missing!,SNES
"Adventures of Kid Kleets, The",SNES
Lagoon,SNES
Double Dragon V - The Shadow Falls,SNES
Romance of the Three Kingdoms IV - Wall of Fire,SNES
Street Sports - Street Hockey '95,SNES
Cliffhanger,SNES
"Legend of Zelda, The - A Link to the Past",SNES
Super Battletank 2,SNES
Aero the Acro-Bat 2,SNES
Super Star Wars - The Empire Strikes Back,SNES
Mega Man Soccer,SNES
Ken Griffey Jr.'s Winning Run,SNES
Super Punch-Out!!,SNES
GP-1,SNES
Addams Family Values,SNES
Young Merlin,SNES
Roger Clemens' MVP Baseball,SNES
Genghis Khan II - Clan of the Gray Wolf,SNES
WCW Super Brawl Wrestling,SNES
Pieces,SNES
Xardion,SNES
Ultima - The Black Gate,SNES
NBA Live 98,SNES
Tecmo Super Bowl II - Special Edition,SNES
Winter Extreme Skiing and Snowboarding,SNES
Nobunaga's Ambition,SNES
Spider-Man,SNES
Spindizzy Worlds,SNES
Bass Masters Classic - Pro Edition,SNES
Madden NFL '96,SNES
Batman Returns,SNES
Power Moves,SNES
Head-On Soccer,SNES
Side Pocket,SNES
NCAA Basketball,SNES
TKO Super Championship Boxing,SNES
Super Tennis,SNES
Super James Pond,SNES
Civilization,SNES
Ken Griffey Jr. Presents Major League Baseball,SNES
Killer Instinct,SNES
Super Black Bass,SNES
Hook,SNES
Pac-In-Time,SNES
Kirby's Dream Course,SNES
Ranma Nibunnoichi - Hard Battle,SNES
Super Mario Kart,SNES
Math Blaster - Episode 1,SNES
Yoshi's Safari,SNES
International Superstar Soccer,SNES
Art of Fighting,SNES
Plok!,SNES
Super Buster Bros.,SNES
Street Racer,SNES
B.O.B.,SNES
Might and Magic III - Isles of Terra,SNES
Stunt Race FX,SNES
Super Tennis,SNES
PGA Tour 96,SNES
Super Bowling,SNES
NBA Jam - Tournament Edition,SNES
Brandish,SNES
Wizardry V - Heart of the Maelstrom,SNES
Jeopardy! Deluxe Edition,SNES
Pocky & Rocky 2,SNES
ESPN Sunday Night NFL,SNES
Pro Quarterback,SNES
F1-ROC II - Race of Champions,SNES
Dirt Trax FX,SNES
"Flintstones, The - The Treasure of Sierra Madrock",SNES
Sim City,SNES
Boogerman - A Pick and Flick Adventure,SNES
Capcom's Soccer Shootout,SNES
Soul Blazer,SNES
Pac-Attack,SNES
Knights of the Round,SNES
True Lies,SNES
Space Ace,SNES
Best of the Best - Championship Karate,SNES
Zero the Kamikaze Squirrel,SNES
Spider-Man & Venom - Separation Anxiety,SNES
"Ren & Stimpy Show, The - Fire Dogs",SNES
Hit the Ice - VHL - The Official Video Hockey League,SNES
Tiny Toon Adventures - Wacky Sports Challenge,SNES
World Soccer 94 - Road to Glory,SNES
Skyblazer,SNES
Robotrek,SNES
Justice League Task Force,SNES
Game Genie,SNES
Justice League Task Force,SNES
"Ren & Stimpy Show, The - Buckeroos!",SNES
Bugs Bunny - Rabbit Rampage,SNES
Super Turrican,SNES
"Flintstones, The",SNES
Gourmet Squad,SNES
FIFA 97 - Gold Edition,SNES
Beavis and Butt-head,SNES
Romance of the Three Kingdoms III - Dragon of Destiny,SNES
Champions World Class Soccer,SNES
Judge Dredd,SNES
Metal Marines,SNES
Nosferatu,SNES
Brawl Brothers,SNES
Pac-Man 2 - The New Adventures,SNES
Jeopardy!,SNES
Hagane,SNES
NHL '94,SNES
NHL Stanley Cup,SNES
John Madden Football '93,SNES
Pocky & Rocky,SNES
Street Sports - Jammit,SNES
Double Dragon V - The Shadow Falls,SNES
Final Fantasy III,SNES
F-Zero,SNES
Super Mario World 2 - Yoshi's Island,SNES
Ys III - Wanderers from Ys,SNES
Wheel of Fortune - Deluxe Edition,SNES
Monopoly,SNES
Road Runner's Death Valley Rally,SNES
NBA All-Star Challenge,SNES
"Chessmaster, The",SNES
Bronkie the Bronchiasaurus,SNES
Earthworm Jim 2,SNES
Paperboy 2,SNES
NCAA Basketball,SNES
Ultimate Fighter,SNES
Tecmo Super NBA Basketball,SNES
Donkey Kong Country,SNES
Street Fighter II Turbo - Hyper Fighting,SNES
Time Slip,SNES
"Adventures of Batman & Robin, The",SNES
Unholy Night - The Darkness Hunter,SNES
Nickelodeon GUTS,SNES
Mario's Early Years - Fun With Numbers,SNES
Kirby's Avalanche,SNES
California Games II,SNES
Wolfenstein 3-D,SNES
ABC Monday Night Football,SNES
Congo's Caper,SNES
War 2410,SNES
Bram Stoker's Dracula,SNES
American Gladiators,SNES
Home Alone 2 - Lost in New York,SNES
Math Blaster - Episode 1,SNES
Prince of Persia 2 - The Shadow & The Flame,SNES
Sonic Blast Man II,SNES
Donkey Kong Country 2 - Diddy's Kong Quest,SNES
Sports Illustrated Championship Football & Baseball,SNES
Lethal Weapon,SNES
ESPN Sunday Night NFL,SNES
Secret of Evermore,SNES
"Peace Keepers, The",SNES
Super Bowling,SNES
Shaq-Fu,SNES
Mega Man X 2,SNES
Wolverine - Adamantium Rage,SNES
Family Dog,SNES
"Blues Brothers, The",SNES
Blackthorne,SNES
Space Invaders,SNES
Hind Strike,SNES
Secret of Mana,SNES
Mecarobot Golf,SNES
Dungeon Master,SNES
"Itchy & Scratchy Game, The",SNES
Super Solitaire,SNES
"Super Aquatic Games, The",SNES
"Irem Skins Game, The",SNES
NBA Jam,SNES
Yogi Bear,SNES
Wheel of Fortune - Deluxe Edition,SNES
Marvel Super Heroes - War of the Gems,SNES
D-Force,SNES
"Jetsons, The - Invasion of the Planet Pirates",SNES
Demolition Man,SNES
"Adventures of Kid Kleets, The",SNES
Bebe's Kids,SNES
Secret of Evermore,SNES
"Death and Return of Superman, The",SNES
Final Fight 2,SNES
Xardion,SNES
Super Double Dragon,SNES
Romance of the Three Kingdoms III - Dragon of Destiny,SNES
Barbie Super Model,SNES
Air Cavalry,SNES
Metal Warriors,SNES
Mario's Time Machine,SNES
Tommy Moe's Winter Extreme - Skiing and Snowboarding,SNES
Demon's Crest,SNES
Stone Protectors,SNES
Secret of Mana,SNES
WCW Super Brawl Wrestling,SNES
Pocky & Rocky,SNES
"Adventures of Dr. Franken, The",SNES
Bazooka Blitzkrieg,SNES
Home Improvement,SNES
Mega Man 7,SNES
Mr. Nutz,SNES
RoboCop 3,SNES
PowerFest 94 - Ken Griffey Jr. Presents Major League Baseball,SNES
NBA Live '98,SNES
"Peace Keepers, The",SNES
Goof Troop,SNES
Spanky's Quest,SNES
Super Off Road,SNES
